"","asin","rating","verified","body","helpfulVotes","brand"
"27","B079142R7Y",3,"true","This phone did it's job just fine for it's lifespan, but I have only had it since summer and despite treating it carefully the microUSB port has entirely worn out. The phone will not charge without uncomfortable amounts of pressure on the cable. I will be returning it as it is under warranty.",NA,"ASUS"
"28","B079142R7Y",5,"false","Bought this on Prime Day for 150. I bought a refurb. Galaxy s7 Edge in January of 2018, by Feb it was toast...took a chance on this phone. Easy set up, I have straight talk. Put the SIM in. Works. Updated the APN info in the settings. Bam, new phone. Easy. It's only been a couple days, but I am very impressed! Talk, Text, Pic Messages, camera, data, all work great! I will update in the near future! Any questions, just ask.",1,"ASUS"
"29","B079142R7Y",1,"false","The phone would do everything except make a call. I spoke to customer service (which was very good) and they determined it had a hardware issue. I think they need to get more serious about quality control if they want to get in to this market.",1,"ASUS"
"30","B079142R7Y",5,"true","Don't buy this phone on here because you will get a phone that over heats",NA,"ASUS"
"31","B079142R7Y",1,"true","The sound was not that loud",NA,"ASUS"
"32","B079142R7Y",1,"true","Junk beware stop working after 3 days.",NA,"ASUS"
"33","B079142R7Y",5,"true","Amazing phone for a reasonable price",NA,"ASUS"
"34","B079142R7Y",5,"true","Great phone for the price and I do get the best battery life ever",NA,"ASUS"
"35","B079142R7Y",5,"false","I love this phone. Easy to use, fast, cameras are terrific. Outstanding quality at a great low price.",NA,"ASUS"
"36","B079142R7Y",3,"false","Battery is great! What really killed the product is the consistent dropped calls and poor microphone quality. This isn't my first Asus Zenphone but it's definitely my last.",1,"ASUS"
"37","B079142R7Y",5,"false","So far so good. For the price that I got it from Prime day, it was worth it",NA,"ASUS"
"38","B079142R7Y",2,"false","Well this is a decent device, but kinda flimsy. Google assistant doesn't work on voice command. Tried to work around. Phone call keeps on going back and forth among Bluetooth and handset. Laga sometimes. Can't use SD card as internal. Doesn't get Oreo update. I mean if you have to settle go for Motorola .",NA,"ASUS"
"39","B079142R7Y",1,"true","If I could rate 0 stars I would. Asus said it was USA version (version C) but it is Global version(version. A). Not the same LTE bands which is a huge deal. Asus please send me the correct one",25,"ASUS"
"40","B079142R7Y",5,"true","Excellent phone. Sleek, powerful, fast. Great battery life. Could not be more impressed. Update: After the first bit of use I have found that the phone still performs wonderfully and flawlessy, apps run smoothly and videos play without a hitch. I am most impressed by the battery life. Older phones I used you had to charge twice a day or more with regular usage. The Zenfone Max Plus lasts me two days on a full charge with regular usage. Quite impressive for the price. The only issue I have noted is the lack of wifi calling and the occasional delay of incoming SMS or the inability to download MMS. This is not the phones fault as I had the exact same issue with my previous phones. It is due to sub par T-Mobile service in my area. Otherwise the phone is great.",10,"ASUS"
"41","B079142R7Y",2,"true","Keep in mind i really wanted this phone to work... Where should i start about this? While this phone is really stylish and has some really strong features, like it's camera, it's missed a lot of my calls and sent a lot of my calls to voicemail (and it's set NOT to) and i run a business and can't afford to miss some calls because let's face it, some customers just are NOT that patient. lol This whole ""smaller is better"" thing (in the GUI layout) doesn't appeal to me. The older, classic Android bottom of the screen, larger icons, layout was something i enjoyed and didn't realize this phone doesn't like that idea until i got it. The phone actually looks bigger, on every review i've seen, than it does when you get it. The phone is SUPER speedy...until you start putting a decent number of apps on it then stars slowing down. My Galaxy Note 5 did NOT do that. The whole ""euro"" way of doing things, on this phone, bugged me like them using the word ""Telephony"" and it was set for US english. This feels like an international phone that was sold as not being that. Pulling the menu down, with this phone, seems to be an ""extra"" effort (at times) and immediately got me irritated. The fact that it only updates to 7.x (for the power it's supposed to have) i thought was pointless. It should have been able to go to Oreo (Android 8.0) with ease. The USB ""micro"" connector...c'mon people, that's old (and easy to break off) technology....let it DIE. USB-C is what's happening. This phone just feels like they started out strong designing it and got lazy about mid-way through and just wrapped it up and sold it. Amended Information: Just before i sent this phone back, it constantly lost connection with calls and refused to connect with my Bluetooth. This phone, with all it's power and features, has to be the worst phone (of it's kind) i have ever experienced. 24 hours before i sent it back: The battery stopped wanting to charge. It's almost like this phone ""knows"" i'm send it back...this is weird.",7,"ASUS"
"42","B079142R7Y",5,"true","It's ok",NA,"ASUS"
"43","B079142R7Y",5,"true","Great phone, easy to use.",NA,"ASUS"
"44","B079142R7Y",4,"true","I used it when traveling abroad. It works well.",NA,"ASUS"
"45","B079142R7Y",4,"true","Works great just as good as most top dollar phones.",NA,"ASUS"
"46","B079142R7Y",5,"true","very nice. love this zenfone.",NA,"ASUS"
"47","B079142R7Y",5,"true","ese lente produto",NA,"ASUS"
"48","B079142R7Y",4,"true","Buena apariencia, sistema inestable.",NA,"ASUS"
"49","B079142R7Y",5,"true","Best phone for the price on the market. Highly recommended.",NA,"ASUS"
"50","B079142R7Y",4,"true","Super well made phone by ASUS, I definitely recommend to everyone needing a phone.",NA,"ASUS"
"51","B079142R7Y",5,"true","Muy buen teléfono, rápido y con buena funcionalidad",NA,"ASUS"
"52","B079142R7Y",5,"true","Very satisfied with the phone",NA,"ASUS"
"53","B079142R7Y",5,"true","This is my second ASUS phone, this is even better than the first. Sleek design and super performance",NA,"ASUS"
"54","B079142R7Y",2,"true","This thing took horrible photos so I sent it back.",NA,"ASUS"
"55","B079142R7Y",5,"true","Best phone in his price range +++++",NA,"ASUS"
"56","B079142R7Y",1,"true","not working please don waste your money in this brand",NA,"ASUS"
"57","B079142R7Y",1,"false","Arrived with broken screen.",NA,"ASUS"
"58","B079142R7Y",5,"false","If you can get past all the asus bloat ware they add and the zenUI it's a decent phone.",NA,"ASUS"
"59","B079142R7Y",1,"true","Unboxing this phone.. I was in love. It's sleek and light but feels solidly built. Setting it up was a breeze and before I knew it I was on my way to installing 3 different system updates. Unfortunately after the 3rd update installed and I was able to start USING the phone I was plagued with system UI crashes, prompting me to either wait for the UI to work properly or close it now.. At first it seemed to happen every 5-8 minutes.. then it was multiple times in a row within that 5 minute window making the phone completely unusable. I spoke with support and tried resetting everything back to factory. I was curious whether it was due to the 3 separate system updates I had to install initially so I chose not to install those.. but sure enough, after 24 hours powered on I was back to the endless UI crashes so I returned it per supports suggestion. In the return process Amazon had sending a replacement as an option and I took them up on that because I wanted to be able to LOVE this phone. Alas.. I booted up the replacement phone and encountered the exact same UI crashes. After some searching online I see that this is not an unknown issue with the phone so I returned the replacement as well and am off to find a better alternative.",7,"ASUS"
"60","B079142R7Y",5,"true","For budget unlocked phones, here are some of the names to consider in the US: ASUS, ZTE, Alactel, Huawei/Honor, etc. They all work seamlessly with ATT and Tmo on 4G LTE bands. Now with ZTE in trouble on the trade war with China, ASUS is a great replacement. Also this one can have dual sim and exclusive Micro-SD work together. Asus is probably the only manufacturer is doing dual-sim with exclusive micro-SD slot in the sim-tray. Another phone with such capability is Honor 5X. This model however, is 2-3 years old. So far I have no problem in call quality, bluetooth, and wifi connection. The phone is also light in weight, compared to the ZTE Blade 8 Pro. Fingerprint scanner is fast enough, though it's in the back. It's not a USB-type C, but the charging speed is fast enough. So far I like it and hopefully to keep it in the next year or two.",24,"ASUS"
"61","B079142R7Y",5,"true","So far so excellent. I have read many bad reviews from experts about this cellphone, Nevertheless, I bought the Max Plus ZB570 and start trying it from some weeks ago and it really exceeded so far all the expectations I had for the price I have paid. I am happy with it and I will recomend it if you want to pay low price and have a very decent celphone. It doesn't get hot, it doesn't get stuck using firngerprint option neither other features that experts said will fail.",3,"ASUS"
"62","B079142R7Y",2,"true","a device that totally disappointed me, I have been a faithful consumer of the mobile devices of asus but this phone is a total disappointment, super uncomfortable to use, smaller than what you imagine it is and your android software has many failures, the camera is relatively bad, it was a bad purchase for me, they have gone from the good and functional to the bad and common, very bad asus, what is happening to you?",1,"ASUS"
"63","B079142R7Y",5,"true","Love it so far. Great way to get introduced to Android without making a huge investment. I am considering switching from iPhone/iOS because of lack of innovation and very poor design decisions like the 'notch' and this is a great way to get a feeling for the platform. This ZenFone looks and feels like like a high end phone costing 3 times as much. I would have actually paid more for a slightly faster processor. Awesome job, Asus! I can only dream what an actual high-end phone from you would be like...!!",3,"ASUS"
"64","B079142R7Y",5,"true","this is a great phone",NA,"ASUS"
"65","B079142R7Y",5,"true","It has every thing that I need. Good price.",NA,"ASUS"
"66","B079142R7Y",1,"true","I sure wish I had stayed with the better phones. Samsong, , HTC, MAYBE one more. This last one Zen fone, where is this one any good at. 4 weeks not one call, im a working man. MAYBE a little lazy with no time for this phone. I want to send it back. Is it to late.",1,"ASUS"
"67","B079142R7Y",1,"false","I would not buy any of ASUS phone, they are very fragile even with heavy cover.",2,"ASUS"
"68","B079142R7Y",5,"true","thanx very much",NA,"ASUS"
"69","B079142R7Y",5,"true","bellísimos y excelente calidad",NA,"ASUS"
"70","B079142R7Y",5,"true","Great phone for the price. No 5g WiFi but still fast enough for all apps.",NA,"ASUS"
"71","B079142R7Y",5,"true","I needed a dual sim phone and this was a great choice.",NA,"ASUS"
"72","B079142R7Y",4,"true","as advertised",NA,"ASUS"
"73","B079142R7Y",3,"true","Asus has been excellent brand for years they just needed to step up there camera game.",NA,"ASUS"
"74","B079142R7Y",5,"true","Great phone. Very impressed with its performance and battery life, pictures are ok. But still the best your going to get for 200.",1,"ASUS"
"75","B079142R7Y",5,"true","Very good quality",NA,"ASUS"
"76","B079142R7Y",4,"true","Value for money Sleek desgn",NA,"ASUS"
"77","B079142R7Y",5,"true","nice phone",NA,"ASUS"
"78","B079142R7Y",2,"true","Phone was ok, but the camera left a lot to be desired.",NA,"ASUS"
"79","B079142R7Y",4,"true","Phone would not work would not read SIM card .but seller refonded my money.",NA,"ASUS"
"80","B079142R7Y",5,"true","I'm in love! easy to download/upload stuff,like a laptop.",NA,"ASUS"
"81","B079142R7Y",5,"true","Asus delivers a great product in this phone. Features and ease of use is but a few of the attractive points.",NA,"ASUS"
"82","B079142R7Y",1,"false","This phone was bought as a replacement recently. Originally there were numerous Apps suddenly closing, but the majority were cleared out once the system was reset with a clean restart instead of a complete backup. The only issue currently is that the phone stops constantly with the same error; System UI isn't responding. Currently I am still looking for a fix, though I think that it might be related to the ZenUI Launcher. The issue seems to happen once the icons started to be grouped. Still not sure if this is the definate problem, but once I reset it, the issue went away until the icons were regrouped again. Love the phone though, once this issue is resolved, I think it is pretty good.",3,"ASUS"
"83","B079142R7Y",5,"false","Overall I am very very happy with this phone. I came from owning a Samsung Galaxy s8+ prior to this phone. Life / work demands changed and needed a second phone number. Dual SIM was a must as I did not want to carry two phones. I was a bit skeptical before buying a dual SIM phone as I have read about their short comings. Call forwarding works flawlessly between AT&T and T-Mobile. To my knowledge I have yet to miss a call when on one line and another person calls me on the second line. The Good: Battery life. When I first used the phone (at full charge) the phone said remaining battery life was 6-8 hours. I was like whoa this is not going to work. After a few days (I'm guessing android or Zen Ui) learned my habits and the phone displays ~30 hours of usage time. Yesterday I used the phone for 6 hours ( roughly 2 hours of talk time, 2.5 hours of Amazon music, and roughly 1 hour of onscreen time/YouTube/internet browsing) and the battery was 88%! Pretty awesome in my book. The screen is good enough in my book. Not as good as my s8+. But I do like having a slightly shorter phone because I feel the microphone picks up my voice better than the s8+ and one handed operation is much easier comparatively. ZenUI is great. Settings and navigating the phone did not take long to learn. Dual SIM and SD card. Most phones make you give up the SD card for a second SIM. US major bands and US warranty! Hard to find in a dual SIM. The Okay: Fast charging is meh. I do miss the quick on my s8+. This phone takes around 3 hours to charge from almost completely dead to full. My Samsung took half that. A key note. Make sure you use the boost feature to close app/ free memory before charging as it significantly reduced the charging time. Samsung pay was a nice feature for the times when I forgot my wallet. But I knew I would be giving that up with this phone. Speaker quality is decent at best. I feel it needs to be louder but it is audible from 20 feet away. Wish the screen would get dimmer for using the phone in bed. Phone is good enough in bright daylight. No problems in the Florida sun! The Bad: The camera! The camera takes pretty good pictures in bright light. Lowlight pictures are terrible (think a fuzzy webcam). The wide shot mode is kind of a gimmick at least to me. The picture quality suffers in this mode. It looks decent in bright light / outside. No android Oreo! Asus promises an ota update but when?? I have read the mediatek chip supports their version of quick charging but who knows if this phone will ever support it(would not get your hopes up). I bought this phone with the expectation it will not. Overall this phone is great but has it's shortcomings. I definitely feel it is a good midgrade phone especially for the price. Picked this one up a day before prime day and Amazon adjusted the price for 149 for me! Thanks Amazon! Tremendous value!!",2,"ASUS"
"84","B079142R7Y",4,"false","If you're looking for an inexpensive, decent quality cell phone with a battery that seems to never die, this might be the one for you. My most recent phones have been from the Galaxy S series by Samsung, so when I compare quality, I am comparing them to some of the industry's flagship phones. The ZenFone Max Plus is an excellent choice of phone for those needing a smartphone, but who are also on a budget. I liked everything from the feel of it in my hand to the user experience with Android's interface. This phone is quick and responsive, and yet I never felt like I was holding something that is a quarter of the cost of a Galaxy S series phone. The display is crystal clear and has good color quality. The touchscreen is responsive and the OS is one of the better Android experiences I have had in quite a while. But it is the battery life that sets this phone apart. I forgot to charge the phone (MicroUSB, by the way) one night. I looked at my phone in the morning, dreading what I would see as far as what battery life was left. However, I was surprised to see 70%+ charge still available, that's after a full day's use! Now I know your mileage may vary from mine due to variations in usage, but I was impressed to say the least. Audio quality is good, Wifi was decent (2.4Ghz band only), cell reception was decent as well. I haven't used the dual sim cards feature yet, but it could come in handy for those who want to use a single phone for both business and personal use. One down side of this phone, is that being a carrier-free phone, reception was just okay. I used it with T-Mobile in the Denver metro area, where I usually have very little trouble getting reception no matter where I go. In most areas, the phone reception worked great but when I pushed the limits such as inside a large building, I wouldn't get a signal. The other down side is the camera, it performs fairly well, but when comparing it to my Galaxy S7--which as its release had one of the best cameras in the industry--it falls short by far. Overall, if you are looking for a great phone on a budget, this is it. I was pleasantly pleased with this phone in more than one area, but especially with the cost vs. quality and what you get. If you're looking for a phone in this price range, I cannot think of a reason not to recommend it.",NA,"ASUS"
"85","B079142R7Y",4,"true","Okay. Camera is a little quirky. Not near as good as the Zenfone Zoom",1,"ASUS"
"86","B079142R7Y",1,"false","Bought the phone sold by Amazon in June 2017 mainly for the dual SIM capability. The phone prompted me of an over the air update, which I installed. After the update, it still runs Android 7 (nougat). No further update to Android 8 is available. The phone supports LTE for SIM 1 and 3G for SIM 2. It doesn't say whether it supports VoLTE, it doesn't give any visual feedback, so I assume it doesn't. It doesn't support WiFi calling - it has no option to enable wifi calling where it otherwise would. Let's come to the main issue. In the first SIM slot, I put my T-Mobile US nano-SIM card from my old phone, a Samsung phone that supports LTE and wifi calling. In the second SIM slot, I put an international SIM card which I use while traveling in some countries. I set SIM 1 to LTE and SIM 2 to 3G. The phone is not receiving a lot calls even when there is full signal. I even tried calling from another phone on my family plan sitting in the same room where both phones had full signal. This phone doesn't receive calls or even text messages a lot of times. The caller at the other end does not hear any ringback, it goes straight to voicemail. On my end, the phone doesn't ring or provide any indication of an incoming call or new text message. Eventually, if I make a call, then it fetches the missed calls and voice mails list. Until I make a call, the phone connection is literally ""offline"". When I make a call, the phone radio or whatever comes alive and fetches text messages and voicemail alerts. New incoming calls will come through for a while. After sometime, it again starts behaving like it's offline. This is extremely frustrating since this makes the phone only useful for initiating a call or text message, not for receiving them. I switched the T-Mobile SIM to 3G, but that didn't make a difference.",1,"ASUS"
"87","B079142R7Y",5,"false","I got this one prime day for 149 rather than the 220 price tag and I feel like got a great deal, I think I would have even paid full price for this phone earlier had I known it was so good. This phone blows my last 2 phones out of the water. I previously had the LG Stylo 2 and that was basically a paper weight with a Stylo pen lol but it got the job done. Recently I had purchased the Moto e 4, and if that's any indication of the direction the Lenovo lead Moto brand is headed with their budget phones then Im sure the Motorola from its 00s heyday is turning in it's grave. I should have gone with an Asus phone to begin with since their computers and computer parts always deliver. All those other reviewers are comparing the max plus to the $700 phones but you can't compare this phone to those other phones since this is pretty much the best phone you can buy for $200.",NA,"ASUS"
"88","B079142R7Y",2,"false","Great phone if you are looking for a phone to work while under warranty. I have 4 ASUS phones in my family and they work well. But I have had one phone with battery issues twice and they fixed it so far. A second phone was just a few months out of warranty and had the same battery issue and the quote I had from the factory was for more than I paid for the phone. So if you are looking to replace your phone every year, this is a good buy. After about a year and just out of warranty, they drop in performance and don't expect the company to do anything to keep your loyalty",1,"ASUS"
"89","B079142R7Y",1,"false","Horrible developers and phone updates. Basic apps such as messenger struggle to run.",3,"ASUS"
"90","B079142R7Y",1,"true","no bueno in general",NA,"ASUS"
"91","B079142R7Y",2,"false","I am still confused if this phone is the global version or US version. Based on the small brochure I received with the phone, it appears that the phone I received is the global version(ver A) that supports Band 1, 3, 5, 7, etc. It doesn't have the Band 2 and 4 that is compatible with T-Mobile 4G LTE. But based on Asus support answers in this product page and QA, they claim this is the US version. I am confused and disappointed.",1,"ASUS"
"92","B079142R7Y",1,"false","returned",2,"ASUS"
"93","B079142R7Y",5,"false","Only had this phone for a day but it is much easier to hold than Mate Se and doesn't lag. Battery also seems better. Maybe my open box Mate Se was defective. Haven't really used the camera yet but I will be adding a case and wireless charging to this phone so I should only have to charge it overnight and hopefully never plug in again. Updates to follow.",1,"ASUS"
"94","B079142R7Y",5,"false","Great phone I bought mine from Best buy and price matched it with Amazon's price! And got a free $30 Best buy gift card! So don't buy it off Amazon go to Best buy and price match amazon and get a free gift card!",NA,"ASUS"
"95","B079142R7Y",5,"false","This is a great phone at an affordable price; I got it with a prime day discount. Performs well and the battery last for almost 4 days with light usage, Setting it up was easy and the screen is crisp. This is the best phone I have gotten but I only buy low to mid range products (less than $150). I will buy it again if it last for at least a couple of years.",NA,"ASUS"
"96","B079142R7Y",5,"false","So far I am very happy with this phone. It has all the features I need, good build quality and having extra battery capacity makes it alot more convenient.",NA,"ASUS"
"97","B079142R7Y",2,"true","The new phone that I have just purchased has irregularities in the polishing of the screen, which seems to be always tarnished or with a watermark. this is affecting the quality of the product and its cost as my experience in enjoying a phone purchased and valued as a new one.",1,"ASUS"
"98","B079142R7Y",4,"true","Update 4: It is a very snappy phone, amazingly quick. The 1st phone would not connect to my provider's network (Metro PCS/T-Mobile). The second phone did not either until I took it to my local phone store. What Metro PCS had to do was order my account to ""reinitialize"" (their term) then it booted up on the network just fine. For those that are interested in this phone here is some technical details from ASUS support in attempting to get this phone working: Here is a list of all the networks that the device can connect to in the US: LTE band 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 12(700), 17(700), 28(700) - USA, LATAM. I know this is all very technical, but there is a very important piece missing from that list and it is 66(1700) which is the Extended AWS blocks A-J (AWS-1/AWS-3) which is required for the T-Mobile network's LTE. Amazon did an amazing job of replacing the first phone. I got the replacement in 2 days.",13,"ASUS"
"99","B079142R7Y",4,"true","This is not a state of the art phone, but with a battery that lasts two days, 32 gigs of RAM, and an excellent price, it is a very good buy. I would have given it 5 stars if the camera was better.",NA,"ASUS"
"100","B079142R7Y",3,"true","Not working on T-mobile but i works in AT&T",2,"ASUS"
"101","B079142R7Y",4,"true","Great phone,affordable, sleek no performance issues so far. There seems to be a problem with the auto focus on the camera. I think an update from asus part should fix this in the future. In my experience asus is good at getting those updates out asap.",11,"ASUS"
"102","B079142R7Y",1,"true","It doesn't receieve text messages and phone calls if 4g is turned on. Turn off 4g and turn on 3g and you won't miss phone calls and text messages anymore. That defeats the whole point of a modern phone. Especially if it advertises as 4g capable. I forked out an extra $200 and got a Galaxy s8. I'm never going to cheap out on phones anymore. And i'm also very disappointed in ASUS. I've been an ASUS customer for years. I've bought many motherboards from them and i've always been 100% satisfied. ASUS should stop making cell phones if this is how they come out.",1,"ASUS"
"103","B079142R7Y",1,"true","Terrible phone. Charger port wore out in 7 months of just nightly charging. Speakers have squealed since day one while watching movies and videos. Doesn't get great reception. Glass is inferior to other better brands and is now fully spider webbed from a short drop. The lowest volume is still blareingly loud. The auto brightness adjuster flashes regularly causing major eye strain. I owned a older model of Asus phone and it lasted 5 years. Great phone. When I wanted to upgrade I picked this one and have regretted it since. This phone is less than a year old and already has all these problems. Customer service have not been helpful at all. Save your money, buy something else.",NA,"ASUS"
"104","B079142R7Y",1,"true","I normally keep phones for 3-4 years before upgrading, so I was very surprised when this phone broke after a few months. I took it for a run (in a plastic case attached to an armband) and it stopped working. I sent it back to ASUS to repair, but they reported water damage and refused to honor the warranty. It was a bright sunny morning, so no rain... It is possible that sweat seeped in somehow, but it is crazy to me that this would be enough to break the phone. I used the same sleeve with 2 other phones for the past 6 years without any problems.",1,"ASUS"
"105","B079142R7Y",3,"true","I got the phone as a temporary and I regret it. It overheated the first day. It takes horrible photos, it will focus in then when you click to take a picture it purposefully blurs. It's just overall NOT a good quality phone. Only nice thing is the battery lasts a good amount of time. I've had it for a year or so and it's dying now so I am getting a new other phone.",NA,"ASUS"
"106","B079142R7Y",1,"true","This phone is getting crazy HOT after 30 mns talking. Low volume.",3,"ASUS"
