"","asin","rating","verified","body","helpfulVotes","brand"
"24","B00D35Z6OE",4,"false","I didn't buy this item from Amazon; I bought it from Walmart simply because I didn't want the hassle of returning the item if defective. The clerk told me I could return it for any reason within the first two weeks. My previous tracfone was little more than a couple of tin cans connected by string. It was that basic. I am the last hold out to go Android. I had a gift card, and Walmart had a good price. I selected this one, because I wanted a Sansa MP3, but I didn't want to spend the money. I wanted a phone that got good reception, and an MP3. The reception on my old $9.99 phone was horrible. The audio on this is pretty decent. Can't complain, and the music on the MP3 sounds good. A reviewer wrote that if you're just coming up from a cheapie phone, this one has a steep learning curve. I agree. I spent an entire hour trying to load my contacts. I almost cried. Do yourself a favor, download the manual online. Once I read the manual, voila! Instant pro. I agree that the micro SD is in an inconvenient place, but once I loaded mine, I opened the phone and there was all my music! I didn't have to do anything. I couldn't find the little covers for the screen, so I bought a screen cover for an Android 4 at Walgreens. With a little trim, I was set. Ordered the lime green phone sleeve from Amazon. About tracfone customer service, I think they get a bad rep from people who don't like that they are in India, etc. My CS rep, Clinton, was wonderful. Because I lost my other phone and he was having trouble with a slow computer, we were unable to find out how many minutes I had left, nor could he put me on the monthly plan. Very apologetic. He gave me 180 minutes to start off with and transferred my old phone #. No biggie. I may just buy airtime cards at Walmart. With triple minutes, 180 minutes/month is more than I had before, and more than I need now. Camara is fair. But again, if you want to do the fancy stuff, get a real camara. I'm a photographer myself, and my old phone would take great closeups if you were patient and made sure to get good light. First photo was a selfie---it's a phone, not a miracle worker. Second was some clouds. Happy to see you can get a closeup by spreading your fingers across the screen. Overall, if you want something a little better than a basic cheapie $9 phone, this one won't break the bank. I don't text, but I sent my very first text and even emailed myself. It was easy. I know, I'm pathetic, but in the past, I have refuse to be ruled by a gadget. In this case, however, for the first time, I will care to know where my phone is and it will go everywhere that I go. I don't think that I will be texting or checking email when dining with friends (my pet peeve). If you want to do fancy things with it like office, get on a laptop.",1,"HUAWEI"
"25","B00D35Z6OE",3,"false","I bought a reconditioned Huawei Glory smartphone from TracFone when I opened my account. It cost only $29, so I really can't complain. It is a good phone for the money. What I don't like about this phone - compared to an iPhone 4 (GSM, so it wouldn't work with TracFone in my area), is that it has a plastic screen. Being plastic, as compared to the glass used in iPhones, any tap or swipe is not as accurate. I get very frustrated when I tap on an icon, and either get nothing at all, or a completely different app starts up. I purchased a stylus, but it didn't do any good. It takes too much pressure to activate the touch screen. I don't like the camera, as it is a fixed-focus and will not work for depositing checks, or scanning UPC or QR codes. I do like that it is an Android, and not iOS, as I was able to easily root the phone, and I have Ubuntu Linux on my home pc, so it mates up very well when connected via USB. I read about some users having trouble with the micro SD card. I bought a Kingston card and have had no trouble at all with it. If you have trouble with your SD card, I recommend removing it from the phone, plugging it into a micro SD to USB converter and accessing it from a Linux pc. There you can reformat the card to create several partitions, and, using the proper apps, will allow you to extend the amount of storage for both apps and data. If I had paid a lot more for this phone, I would be very unhappy. But considering that I paid only $29 for it, I am happy. My next phone will still be an Android, but it will have a glass screen.",NA,"HUAWEI"
"26","B00D35Z6OE",5,"true","Great phone and the one thing best about this product it costs me less than 100 dollars. I got it for my wife with the subscription from Trac Phone and the total cost was a lot less than you would pay for a phone with a plan. It can get all of the great apps that you can get on other phones and also the internet all brought to you by Verizon. Nice big screen so there is no squinting to see numbers or text. No contracts, only buy what you use.",1,"HUAWEI"
"27","B00D35Z6OE",1,"false","Phone shuts down and restarts in the middle of conversations! Not good for business calls. Slow or non-working apps. Have to shut down texts due to ""not responding"" and/or keyboard not working. Horrible phone! My son purchased another Huawei phone for $150.00 and has the same problems. Ridiculous waste of time and money! We will NEVER purchase a Huawei product again!!",NA,"HUAWEI"
"28","B00D35Z6OE",3,"false","I am a senior and this is my first smartphone. I've been learning how to use this phone for over two months now and find myself like a kid gazing at the phone in my hand for many moments on end. The voice quality is better than my old phones and the Verizon network is good, though there is a big coverage hole west of my home. This is a triple minutes phone, meaning I buy 600 minutes for $40 and texts and data are included in separate additional buckets. Lasts me for 2 months or more, so $20/mo or less. The value is good but the phone has some problems. 1) Most frequent aggravation is keyboarding. Keying texts or contacts or anything takes longer than it should due to small keys and erratic touch screen. Turning phone on its side makes the keyboard bigger, but is still a problem. 2) Have been unable to get Bluetooth to work. Won't pair with my existing Jabil speaker or connect with my Mac. 3) Unable to transfer photos to Mac with either Iphoto, Image Capture, or an application called Android File Transfer. The last two wouldn't even see the phone when it was wired to the Mac. Battery life is not strong and some apps like GPS draw power rapidly. I bought a car charger to help when using the phone on long drives. I do like some of the new capabilities but cannot recommend the phone due to the problems above.",2,"HUAWEI"
"29","B00D35Z6OE",3,"false","My Huawei Glory is a Tracfone. Tracfone's insufferable customer service notwithstanding, the phone is decent for the price and the low-cost service works for me. Since I'm mostly at home and work, I've used the wifi for data almost exclusively. I have learned some things about it in the 2 weeks I've been using it that are worth noting. • My SanDisk Ultra 32GB microSDHC Class 10 did not work in the phone. It was continually ""unexpectedly removed"" which made it useless for moving apps to it and useless with the mp3 player. I replaced it with a SanDisk 16GB microSD standard (class 4?) card and it seems to be working ok. • I have noticed that the phone needs to be rebooted after working with it (installing apps, setup, etc.) like an old Windows 98 system. I assume this is an Android thing and because the phone is low-end in terms of memory and speed. It takes about 30 seconds to reboot, so it's not a huge pain. • The camera is useless for depositing checks. While it has a higher megapixel rating than other Tracfone models (3.2), it does not make clear close up pictures suitable for mobile deposit of checks. I had to take the picture several times to get one my bank's app would accept, then the check was later rejected (with a $12 return fee). Unfortunately, this feature was one of the main reasons I wanted a smart phone in the first place. • The preinstalled apps cannot be uninstalled through the phone's system. Though there are apps and hacks that claim to be able to remove them, the dependencies among the apps make removing them more trouble than it's worth. • The default mp3 player is very limited: I've been using Rocket Player (free) with iSyncr ($3.99) to transfer music files from iTunes and it's worked great (with the standard micro SD card). • Finally I'll mention my disappointment with reminder alarms: another main reason for having a smart phone was to get alerts from my Google calendar. The alerts from the calendar apps I've found are not great - they only play the alert once, or it's not loud enough, so the reminders go unnoticed. This may be solved with more trial and error, but initially it's frustrating.",39,"HUAWEI"
"30","B00D35Z6OE",3,"true","Its a decent phone. I get what I pay for a cheap",NA,"HUAWEI"
"31","B00D35Z6OE",5,"false","I love my phone, I don't do all the stuff the kids do, I wanted a phone I can play with, and get triple mins. It uses way too much of the of the Data stuff, but I just got it hooked up to my WiFi. It's taken a friend and I a little while to get it figured out, but we did! It took my friend awhile to get the app. set up for me on my phone so I can now check my remaining mins and data. Here is the user guide link http://img-tf.deviceanywhere.com//tracfone/pub/77484/docs/868C%20ENG.pdf Here is the link to the Tutorial from Tracfone. I am really happy with my phone especially since I got the WiFi working on it.",NA,"HUAWEI"
"32","B00D35Z6OE",3,"false","This isn't the greatest phone in the world, but the price and for the intended use, it's fine. If you want do use it for internet surfing or games, don't buy it. If you want. Good phone for limited texting, GPS and a phone backup that won't break the bank, it' s great. Also, I've used the tech support several times and I think they were very good.",3,"HUAWEI"
"33","B00D35Z6OE",4,"true","small screen but fits in hand and is not slippery. The camera provides high picture clarity.",1,"HUAWEI"
"34","B00D35Z6OE",3,"false","Purchased mine through TracFone. Comes with triple minutes for life. For the price, that alone makes it worth it. However, for me, the selling point was the built-in FM radio, and it sounds terrible. I mean, it gets great reception, but the sound is awfully distorted. It's as if the EQ is turned all the way up, and there's no EQ anywhere in the phone or the app to correct the problem. All the other apps sound fine (Pandora, Google Play Music, Netflix, making telephone calls). I've Googled the problem in the hopes of finding a solution but I've found nothing that doesn't revolve around messing with ROMs and Kernels, and that's way over my head. Maybe my phone is the one-in-a-million that sneaked past QC, but it's not worth my time or effort to send it in for repair. The problem isn't a deal breaker. I still think it's a great phone overall even though the radio totally blows. EDIT: The radio did eventually pss me off enough to return it. I just received the replacement today and it sound horrible, too.",1,"HUAWEI"
"35","B00D35Z6OE",1,"false","I bought this phone from Walmart on Tracfone service for 100 dollars. It is terrible. I could get a much better phone for that price. It is very slow. It has a single core processor, and 300mb of ram. That is terrible specifications for android to run off of. It says 2gb of space, what they mean is that there is 2gb of space for music, photos, etc. But, there is only about 450mb of space for apps, so you can have about 3 apps. I couldn't even trust it to make a call anymore, that is how slow it got. The lock screen even lags. I switched to a flip phone, and it is a lot better than this piece of junk. I recommend using an unlocked major brand phone like Samsung or LG, if you want a smart phone on net10 or tracfone service.",NA,"HUAWEI"
"36","B00D35Z6OE",2,"false","When I accidentally left my phone on a park bench while on an extended vacation, I had to buy the only smartphone running Net10 I could find in a tiny town 400 miles away from my good phone. I've had Net 10 for 2 years and have NEVER had an issue with their customer service that other people have noted. Keep in mind all the customer service reps sound and act like they are in Asia so you do need to be specific and clear when talking with them. I bumped up my review from one star to two only because of how well Net10 has treated me for the last two years. Now, for this phone. This phone has been slow from the time I opened the box. Nothing loaded and it drags incessantly. There are many Google apps that I don't use and can't get rid of, but they keep trying to update and then run an error message of ""not enough memory to complete this upgrade"". After finally loading all my contacts that thankfully were backed up on my Google account from my good phone then the phone started running worse. I tried to download Temple Run, but had to immediately uninstall it because it bombed this phone. I can barely get the Facebook app to run. To struggle through the day this phone must be restarted at least once, maybe twice. Then it must be shut down each night before placed on the charger at bedtime. I tend to restart the phone after running every program, Facebook, email, browser. I've had the phone less than 2 months and have had to clear my browser, phone list and text list twice or it would begin freezing constantly. I've searched the web for optimization hints, but all the reviews talk about how great this phone is with the 1mHz processor. Battery life is odd. Sometimes it will make it two days before needing a charge, other times it is less. The longer I have it the worse it is getting. I do charge my phone every night regardless, so this is really a non-issue for me. To finalize, the last reason for the elevated two stars is for the cellular reception. It runs on the Verizon pre-paid network. Before buying this phone, please check the pre-paid map on Verizon's website. In my area I receive fantastic coverage, even better than what I received with my prior phone.",6,"HUAWEI"
"37","B019TWO7DU",1,"true","To everyone considering this phone or another Huawei product - here is your warning. I purchased this new directly from Amazon last year, the phone is still under warranty recently noticed the metal frame around the power button the volume button crimping/bending - simple issue I thought? Called Huawei support - sent them six pictures of the phone at their request - NO REPAIR - they consider it ""physical damage"" - even though the frame on their phone failed. Phone has been in case and protected since day one. Beware you are on your own even if your phone is still COVERED by warranty. Terrible service. Never will I buy one of their products again.",7,"HUAWEI"
"38","B019TWO7DU",1,"true","Great Phone. Miserable customer service from Huawei. Avoid this purchase and pay the extra through the Google store. My phone boot looped a month ago, and I contacted Huawei who initated an RMA (phone in warranty), but never sent a shipping label. Ive contacted them five times and still don't have the label. They have gone radio silent.",24,"HUAWEI"
"39","B019TWO7DU",2,"true","I will never buy another Huawei again. It's been in for service 3 or 4 times in the first 6 months - once because they forgot to reattach the camera - dah. Sometimes the screen will not recognize your finger. I thought it was me until I passed the phone if to my doctor's receptionist and she asked if I always had that problem. Since the last time it was in for service it seldom recognizes my voice - and I usually have to scream into the phone for it to recognize my voice. So frustrating. I've trained and retrained the voice module to no avail. It has a feature that keeps the phone unlocked when at certain coordinates that you set as safe places. Yeah, that doesn't work anymore either. This is the first time I spent $600 on a phone and will NEVER make that mistake again. The $30 LG I bought to use while this was in for service (again and again) worked nearly as well. I especially liked on the LG that I could say ""whiskey"" and it would take Picture. This phone doesn't have that option and since it's so big you really have to use both hands to touch the button. Disappointing.",5,"HUAWEI"
"40","B019TWO7DU",1,"true","I owned the Nexus 4 and Nexus 5 done by LG and loved them, so fo rme it was a no brainer to get this product. However it was not done by LG, it was done by Huawei. And of course Huawei offers a guarantee of 12 months (1 year), 12.5 months after, 2 weeks ago, my phone started to shut down when there was still 20% of battery life. Now after fully charges, and 10 minutes of use, it is turning down by itself. I have to walk around having the phone connected to external charger. I have not contacted Huawei yet as i know for sure they will tell me, sorry 12 months is up. Hope somebody reads this and assist me as this is unbearable. I was always happy with Nexus phones and this is a huge let down. UPDATE: I have contacted customer services, a guy name Rick told me that I was still under the guarantee. I'm sending it to have it fixed. I hope they do. BTW, Rick was a great help. UPDATE 2: So i sent the item and got it back ""repaired"". I used it 3 days with no issues and it turn off by itself and now is stuck in initial Google screen. I have to send it back to customer service, however they are making me pay for the UPS as i am currently in Puerto Rico. This is really making me think to not ever get a Huawei device.",9,"HUAWEI"
"41","B019TWO7DU",1,"true","PLEASE PLEASE BEWARE of this device. I must admit that I first I loved it but in less than a year, it became useless. Just go on the Google, and you'll see there is a known issue with this device's software and battery . It leads to quick battery drain followed by the device shutting down (often with 20-25% battery left). Other customers get locked into a bootloop. Both Google and Huawei acknowledge the issue but that doesn't help you if this phone is your only means of communications. If you purchase directly from Google, they will do an immediate exchange but dealing with Huawei can be a nightmare or be a process that takes up to a month. Huawei rep freely admitted that the device they send back to you might encounter the problem again. Google support just tells you they are aware of the problem but that is no fix. Unlike Apple, you have no physical store to go to. You have no loaner phone to use while you send the phone away for months. Im so disappointed and angry with this fiasco as the owner of the device has no landline, needs phone access to communicate with medical professionals or even take an Uber. Long story short, this phone is too good to be true. If you havent encountered the problems yet, be glad. They will come for most people. Google says the problem involves software updates but after all this time, there are no fixes.",7,"HUAWEI"
"42","B019TWO7DU",1,"true","My phone is at the same 1.5 year mark as everyone else and it's shutting down at 25+% battery. Also It'll show in the battery settings that it's used about 4% of the battery, but the battery itself is at 81%. That being said, I unplugged it from the charger at 5 am, took it to work and put it in my locker where it's sat with GPS, bluetooth and everything else off. I then check at 9 am and voila it's at 81% after having done nothing for 4 hours. This has become much more apparent over the course of the last few months, along with a host of other issues that are cropping up (similar to the other 1 star comments) As for the phone itself: The camera takes pretty good pictures and has a photo-sphere function that I love to use for my 3D modeling (not a selling point for everyone). I've never had major issues with the camera other than that. Software was working good for the most part up until these battery issues showed up and now certain things like Google Drive will re-start uploads from 1-2 months ago that never finished due to connectivity or something and just show ""UPLOADING"" till I restart the phone. Cell service has been decent but on the spotty side if I do say so myself. I switched from a Sprint phone to this thinking that I'd get the best of both worlds and it seems like I get less coverage than either sprint or t-mobile (which Fi is supposedly using both). My guess is that both companies are giving Google Fi their worst bandwidth/frequencies at a discount rate. Either way, I drop one of every 5 calls and wi-fi calling will cut in and out randomly on my phone while my roommates are also using the wi-fi calling on apple or Samsung products and not having any issues. All of this being said, I don't call most of the time and I really like paying only for what I use, and usually go under my 2Gb limit for the month. So there's that. In Summary: I wish now that I'd spend the extra $50 to $100 dollars on a manufacturer that would've made this phone with more quality parts. I like the phone in general and feel cheated having to spend another $5-600 getting a new phone seeing as this one is becoming unusable after only 1.5 years. Bummer.",14,"HUAWEI"
"43","B019TWO7DU",5,"true","As an iPhone convert, I was a little skeptical about making the move to Nexus and Android as a whole. I thought the transfer of my data would be hard (it wasn't), and I had a bunch of misconceptions about Android that were ultimately way wrong. I've made the switch and I don't think I'm ever going back. What Google has made is not only the iPhone's cheaper competitor, but also the Android OS as it was made to be; in it's purest form. I've always associated the Android OS with bloatware from carriers, resulting in a not so minimal and often ugly-looking phone. I've also never experienced Android on a premium device, meaning that it left a bad taste in my mouth when I used the OS on some cheap devices. But with Nexus, you get the real Android experience. Everything is buttery smooth, fast, fluid, intuitive, and most importantly, customizable. From the ground up, you can make your phone the way you want it to be. It's up to you how you want your phone to work. Anyways, enough about the OS. Let's talk about the phone itself and what makes it great. 1. Price & Value I buy my electronics for the long haul. The 6P is built superbly and has Gorilla Glass protecting its front and back. Despite what other say, I also find it easy to hold and don't worry about losing my grip on it. The 6P is sturdy, sleek, and unique all at the same time. I also want a good deal too. The 6P delivers on both of those fronts. It's main competitor, the iPhone 6s Plus, is $649 unlocked, and that's for a 16GB model. My 32GB 6P cost around ~$400 after some discounts at Best Buy. There's no doubt in my mind that the 6P is one of the best deals on the market right now. 2. Fingerprint Scanner The placement of the fingerprint scanner (top of the back) is perfect. It's just real natural to place your finger there to unlock your phone, nothing awkward about it. You can also log multiple fingerprints too, meaning that you could pick up the phone with either hand and unlock it. If you prefer not having to enter a password, your prints can be used to buy apps from the Play Store and open certain apps. The scanner is also one of the fastest, if not the fastest out there. The scanner is also incredibly accurate as well. In the few days I've used it, I can count on my hand the number of times it's incorrectly read my print, and that's probably user error. Simply put, Google is killing it here. 3. Camera Talk about a nice camera. I'll let the pictures I took do the talking. While Google's camera app leaves a little to be desired at times, it gets the job done. The camera performs great in all kinds of lighting, and is adept at adjusting to its surroundings. 12 MP is as good as it gets right now in smartphones, and while it's not DSLR-quality, your Instagram feed will still look good. Speaking of DSLR, I took some photos with my Nikon D40 for comparison. The first two are Nexus. *the photos below were untouched.* 4. Design/Size First of all, this phone isn't big at all. No, you don't need to be Lana from Archer to use this phone. I upgraded from a meager iPhone 4s, and was quite concerned about this phone's seemingly gargantuan size. But once you get it in hand, you'll see that you were worried about nothing. It's hard to explain, but you'll never want to have a small phone again after your first day with the 6P. It just feels right. Once you learn how to cradle the phone the right way, you'll forget about the phone's size. If you're still worried about the size, check out this site to compare the 6P to your current phone. http://www.phonearena.com/phones/size I will concede that on some apps, it's mildly inconvenient to stretch your finger all the way across the screen, but this is a small tradeoff for the big beautiful screen that you get. I gushed about the design a bit earlier, but it really is the cat's balls. The front-facing speaker is loud and clear, and won't muffle unless you put your phone face down. On the top, the earpiece produces great call quality and makes it easy to hear your caller. The phone is easy to hold, and the power/volume buttons don't get in the way. The aluminum and metal build make the phone feel and look premium, and it seems as if Google didn't cut any corners in designing this unit. 5. Battery Life A lot of critics have been gushing about this, and rightfully so. Without adjusting any of my settings, or using any battery management apps, the 6P can easily make it through a day and then some of heavy use. This varies of course, but I'm content as long as my phone makes it though the day without needing a charge. If you mess with your settings and/or use apps, the 6P can easily last you a couple of days if you manage the battery effectively. You can also easily analyze which apps are effecting battery performance. Using Google's official cable/adaptor, it takes about a little more than an hour for my phone to go from zero to one-hundred. That's from zero to one-hundred real quick. While the whole USB-C setup isn't exactly ubiquitous yet, it's fast and great for data transfer. The USB-C is reversible and can also be used to reverse charge, meaning that your 6P could charge someone else's USB-C device. 6. Software/Hardware As I said before, Android is what you make of it. Marshmallow is a great OS, and that's amplified by the fact that Google gives you no bloatware or add-ons. I believe that out of the box, only around 3 GB of the 32 total GB is occupied. It's the purest form of Android, how it was meant to be. Everything flows great. Google Now and it's cards are also really convenient once it gets to learn about you. The animations are smooth, glitchless, and the phone is fast thanks to 3GB of RAM. Nexus users also get Android updates first before the general populace, meaning your phone is up-to-date. You can expect these Nexus-only benefits to grow in the future as Google makes it like their iPhone. The Nexus is also equipped with real good hardware. The Snapdragon 810 processor, 3GB of RAM, and Adreno 430 GPU all work in harmony to keep your experience with games, apps, and multitasking lag-free. The Samsung AMOLED 1440 display is also one of the best screens on the market right now. Heck, the pictures I took looked way better on my Nexus before I uploaded them on my laptop. Colors are bright and vibrant, and video is top-class. The brightness also has a wide range. At its lowest, the screen is even a little too dark for nighttime use. At it's brightest, it can contend with the bright sun. 7. Cellular Data I've been using Google's Project Fi thus far, and I'm really impressed. I got my SIM card in the mail and a nice phone stand LEGO set from them in the mail free of charge. Porting my number over took about five minutes, and my service has been great. Fi uses T-Mobile and Sprint for data, and places calls over Wi-Fi when possible by using encryption/VPN. Using my phone out and about almost seemed faster than my in-home Internet, and calls over both Wi-Fi and cell were clear and great quality. You can also manage your data in the Settings by alerting you when your data used reaches a certain amount, and you can even set a limit that will turn off your phone's data when exceeded. 8. Misses While the Nexus 6P is great by almost every standard in the book, here are a few things I wish this phone would have. - wireless charging - dual SIM port - expandable micro SD - removable battery - different screenshot option (Pressing power/volume down at the same time is awkward. Thankfully you can long press the home button and press the share button on the left to bypass this.) Overall, the Nexus 6P is probably the best value on the phone market. You've got top-of-the-line performance at a significant discount from its main competitor in the Apple 6s Plus, and you get Android in its greatest form. With a great camera, display, hardware, software, and preferred treatment from Google, the Nexus 6P should be in your pocket. PICS #1 & #2: shot with Nexus 6P; no editing #3 & 4: shot with Nikon D40 DSLR; no editing #5: Backside of 6P #6: My gross hand #7: Backside with camera/mic/scanner #8: Side (SIM port on top left) #9: My home screen. Just showing what cool things you can do with Android. Nova Launcher Prime and Moonshine are the launcher/icon combo I used. #10: Second screen. Same stuff. #11: What the battery screen looks like. Great for analyzing when and what effects your battery.",471,"HUAWEI"
"44","B019TWO7DU",1,"true","Huawei Phones were built with faulty main computer boards that crash to an unsolvable boot loop in a short period of time. Calling the product manufacturer line at 888-548-2934 the manufacturer's official stance is if your $500 product is out of warranty for a year and this known fatal design flaw kicks in at 13 months (which it will) they do not stand behind their product and the only resolution offered is for you to buy a new phone from them. I would give them a zero if I could. I do not mind paying for quality, in this case they are charging a premium for a known faulty device and do not stand behind what they make. Shame on Huawei and shame on Google for this scam.",7,"HUAWEI"
