"","asin","rating","verified","body","helpfulVotes","brand"
"38","B07FM9913M",2,"true","I've only been using this phone for less than 5 months and it was working perfectly fine. I would even say it was my favorite phone up until it got ""corrupted"" and won't turn on. I'm assuming it's a manufacturer defect considering there's no physical damage and the corruption came out of nowhere. On another note, I did buy the same phone for my boyfriend a month after I purchased mine and his is holding up fine, hence why I'm thinking it's a defect rather than the phone itself. It's been a few days now and the seller hasn't responded. I'm really hoping I get a refund or replacement for this issue.",1,"Xiaomi"
"39","B07FM9913M",5,"true","Me llegó, todo perfecto",NA,"Xiaomi"
"40","B07FM9913M",5,"true","I bought this phone half expecting it to not work, run slow, crash, or be buggy. So far I am stunned. It has a large screen and super slim profile, I get more than a day of average use, works with Project Fi, GPS works great, good call reception. For $200 I wasn't expecting much, but what I got was a phone that I like more than my wife's Samsung which cost $700. I can't believe the quality you get for this price.",2,"Xiaomi"
"41","B07FM9913M",5,"true","Perfect and smooth operating system，reasonable price，The only drawback is the inability to plug in your headset directly on the phone",NA,"Xiaomi"
"42","B07FM9913M",5,"true","Excelente el teléfono, diseño fuerte, se ve muy elegante.",3,"Xiaomi"
"43","B07FM9913M",5,"true","muy buenos acabados, las fotos con mucha resolucion, viene con un case, 4 ram, 6 pulgadas de pantalla, lo mejor que he comprado, acaba con toda la competencia",2,"Xiaomi"
"44","B07FM9913M",4,"true","This phone doesn't have NFC in it.",6,"Xiaomi"
"45","B07FM9913M",3,"true","Screen size is great. Sound is very decent. Will work with Metro PC'S in the US you just need to pay the turn over charge of $15.90. It does not have a headphone jack, WiFi calling, or a slot for a SD Card and the battery can't be removed. Couple months of owning this phone and it's alright. It will stop data or go into 3G. Never ever had that happen with any other phone. The screen gets stuck for a few seconds numerous times a week. Overall its still good for the price. If you're like me and use your phone as your TV then don't get it because the data issue will drive you nuts.",NA,"Xiaomi"
"46","B07FM9913M",5,"true","Muy buen equipo, funciona para lo que se necesita!!!",NA,"Xiaomi"
"47","B07FM9913M",5,"true","Perfecto, lindo bonito, buenisima camara todo en un solo movil",NA,"Xiaomi"
"48","B07FM9913M",5,"true","Automatic updates to the newest Android! Love",NA,"Xiaomi"
"49","B07FM9913M",5,"true","Segunda vez que compro xiaomi, no fallan! Excelente celular! Super recomendado",NA,"Xiaomi"
"50","B07FM9913M",2,"true","My charger stoped working after 2 days , other than that phone is very good",NA,"Xiaomi"
"51","B07FM9913M",2,"true","Muy buenas noches, no sabría decirle si por este medio podría colocar el reclamo de dicho teléfono que no me fue entregado a mi dirección el día que correspondía, hasta los momentos no he obtenido ningún tipo de respuesta, muchas gracias",NA,"Xiaomi"
"52","B07FM9913M",1,"true","I bought this for my mom since it had good reviews, but there’s so many issues with this if you are using this in the us. This phone comes with issues like not picking up calls when watching videos and catching phone signals. Phone looks great! I highly recommend you getting a phone that’s based in the us. I use T-Mobile for my service.",NA,"Xiaomi"
"53","B07FM9913M",5,"true","Funciona perfecto, es súper rápido, las fotos son increíbles y es excelente por su precio. No lo dudes! Funciona genial en Argentina",NA,"Xiaomi"
"54","B07FM9913M",2,"true","If there is a solution, it's incredibly arcane. Chat support said they don't support this phone in the US.",2,"Xiaomi"
"55","B07FM9913M",5,"true","Excelente producto relación calidad precio, y siempre con la garantía de Amazon q es un plus importante",NA,"Xiaomi"
"56","B07FM9913M",5,"true","Muy buen teléfono por el precio, excelente",NA,"Xiaomi"
"57","B07FM9913M",4,"true","good phone in that price.",NA,"Xiaomi"
"58","B07FM9913M",5,"true","Excelente!",NA,"Xiaomi"
"59","B07FM9913M",3,"true","I like how the phone works except for the battery which can't last even a day Am so pissed off 😠😡",1,"Xiaomi"
"60","B07FM9913M",5,"true","Todo, tiene todo lo necesario, para la vida diaria.",NA,"Xiaomi"
"61","B07FM9913M",5,"true","Excelente teléfono, buen precio",NA,"Xiaomi"
"62","B07FM9913M",5,"true","Bought it for a friend and he loved it! Definitely worth the price.",NA,"Xiaomi"
"63","B07FM9913M",5,"true","Amazing dual SIM phone from xiaomi . Works with T-Mobile and at&t",NA,"Xiaomi"
"64","B07FM9913M",5,"true","Excelente teléfono lo recomiendo la cámara el lo mejor, muy rápido y económico",NA,"Xiaomi"
"65","B07FM9913M",5,"true","Económico y rendidor. Todo muy bien. El celular viene con una funda incluida",1,"Xiaomi"
"66","B07FM9913M",1,"true","Had the phone for 3 months, worked fine UNTIL AN AUTOMATIC FIRMWARE UPDATE BRICKED THE PHONE. Xiaomi pushed a bad update that bricked a lot of people's phone and will do nothing to help anyone who bought their phone from unauthorized sellers (US sellers Amazon, etc.) Xiaomi as a company DOES NOT PROVIDE INTERNATIONAL WARRANTY meaning that they WILL NOT DO ANYTHING unless you bought it in china or from an authorized seller. So unless you've enabled OEM unlock bootloader and USB debugging on your phone beforehand you can't flash the bad update. You'll have do jump hurdles to undo it and sometimes you'll be SOL. SO BE CAREFUL BEFORE BUYING XIAOMI PHONES. YOU MIGHT JUST HAVE A $200 PAPER WEIGHT",1,"Xiaomi"
"67","B07FM9913M",5,"true","great product price/value",1,"Xiaomi"
"68","B07FM9913M",5,"true","I have been using this phone in San Diego county with T-Mobile for the last week and have had nothing but positive experiences, but I knew all of the draw backs to the device going into it. Pros Pure Stock Android Experience Above Average Photos Processor holds up well Decent battery (unless you game or watch lots of video) IR blaster Phone calls sound good Cons No NFC No headphone jack Screen is not super bright No wireless charging",1,"Xiaomi"
"69","B07FM9913M",3,"true","The biggest problem with this phone is that it is not functioning at full capacity don't know if I got a dud or what the screen is okay but my WiFi connection goes out my Bluetooth connection is off and on and I don't have access to 4g and my connectivity is not as good. In the process of returning for those reasons there's no headphone jack so with spotty Bluetooth it makes my headphones worthless",NA,"Xiaomi"
"70","B07FM9913M",5,"true","Good",NA,"Xiaomi"
"71","B07FM9913M",2,"true","Low battery low display",NA,"Xiaomi"
"72","B07FM9913M",5,"true","I got it mainly for pictures, but am completely amazed by it. The battery life lasts forever and the quality of picture and the screen is fabulous. It runs really well even with games that generally take longer to load. There is virtually no waiting time. There are some features that I am in love with, especially the feature that tells you what apps you never use and suggests you delete them. Occasionally the fingerprint reader needs a second try, but it is very fast and is generally quite accurate. Much better than Apple phones, which can't even read my fingerprint. Overall, great purchase!",1,"Xiaomi"
"73","B07FM9913M",5,"true","Pueden mejorar",NA,"Xiaomi"
"74","B07FM9913M",5,"true","It's a perfect phone for $ 170, you can not ask for more.",NA,"Xiaomi"
"75","B07FM9913M",5,"true","Muy buen artículo, totalmente desbloqueado. Excelente calidad. Tiene más capacidad que cualquier otra marca por ese precio.",NA,"Xiaomi"
"76","B07FM9913M",4,"true","Excellent choice for the average user. Good specifications and dependable performance. The battery seems to be not big enough though. And the AndroidOne is surprising, unfortunately not always for good.",NA,"Xiaomi"
"77","B07FM9913M",5,"true","Es un teléfono muy potente, sin embargo la batería se le queda muy corta en la duración.",NA,"Xiaomi"
"78","B07FM9913M",5,"true","Fantastic phone. Great cameras for pictures, and wonderful battery life.",1,"Xiaomi"
"79","B07FM9913M",5,"true","Great value for the money. I've done my research and of you want the stock Android experience with good performance and design, this is the way to go. The only caveat is that there is no option for expandable storage but if you're ok with 64GB of storage and typically utilize Google Photos for all photo and video storage, this is more than enough.",3,"Xiaomi"
"80","B07FM9913M",5,"true","Awesome phone plays pug mobile no problem all high settings. Everything runs smoothly. Great camera and with the pie update battery last the whole day. Can't beat it for 215 buck. Can you find a better phone of course but I'd expect to pay in the 300 dollar range maybe the f1 but again 100 dollars more.",1,"Xiaomi"
"81","B07FM9913M",5,"true","Excelente teléfono lo recomiendo, la cámara es lo máximo, muy rápido, la batería no dura todo el día pero vale la pena la inversión",NA,"Xiaomi"
"82","B07FM9913M",4,"true","The phone is really good. Updated software, upgrades Google suite. The phone is a tad heavy. Great memory, no blotware. Camera is great. The colors are a little to rainbow for me but it works when losing your phone in a pile of white and grey desktops. Comes with a free clear PVC plastic case and with a headphone jack accessories. Tools for the sim card. Setting up the Chinese phone was very simple. You call you provider , tell them the esm number , they look for it and patch a connection to you. You reset and follow directions by your carrier and your connected.",NA,"Xiaomi"
"83","B07FM9913M",3,"true","The phone was great on performance, camera , pure android and screen. All round nice but for me the battery was a huge let down could not get a full days use and i am not the most intense user i read all the forums and worked on all the settings but still got no joy. I didn't even have the fingerprint sensor issue that most users reported to have. As much as i loved the phone i could not stand the battery and as such had to let this phone go but for the price its still big value and if battery matters to you check out the A2 lite with a not so slower processor and worse camera or the A3 with a 720p screen and not so faster processor.",1,"Xiaomi"
"84","B07FM9913M",5,"true","Rapido y estable. La batería no es su fuerte si eres un usuario intenso.",NA,"Xiaomi"
"85","B07FM9913M",4,"true","Good product for good price",NA,"Xiaomi"
"86","B07FM9913M",5,"true","This phone is competitive with competition priced at several hundred dollars more. It has USB Type-C rapid charging, so even the fact that it came with a non-US charger wasn't a problem, as any modern rapid charger with a type-c cable can charge it. I immediately put it in a rather tough case with a tempered screen protrctor, so I can't really speak to it's toughness, but I doubt a 6' drop would break it unless the screen hit something pointy and hard.",NA,"Xiaomi"
"87","B07FM9913M",5,"true","Excellent pure android phone for the value, I recommend this without think to much. Dual sim and very good cameras at day. for the night shoot look for other, but the picture and video are good.",NA,"Xiaomi"
"88","B07FM9913M",5,"true","Muy buen teléfono",NA,"Xiaomi"
"89","B07FM9913M",5,"true","Good seller and going product",NA,"Xiaomi"
"90","B07FM9913M",5,"true","Great product with good specifications, works fast and was pretty cheap in comparison with others around the same specs. Love that has ir blaster. Needs to improve battery life",NA,"Xiaomi"
"91","B07FM9913M",5,"true","Very dood deal. There are 3 poits which you have to set right before writing a review about this smartphone; 1) It is a 170 usd smartphone. 2) Smartphones are technology devices and you need to have a minimum of experience about it to set a standard configuration or manage some issues with it. 3) The smartphone comes with Android one. Read about it. Positive and negative things which brings you this OS. Some times, what is bad for others is good for you and reverse. For me, the only negative about this smartphone is the battery, but I can't complain about it. Before ordering it, I had the information about the low capacity the battery have. Yes it have a little 3000 mhh battery which last only a day, like most of 500 or 800 usd smartphones. Very good material, Acceptable camera, excellent fingerprint, good screen and cheap.",NA,"Xiaomi"
"92","B07FM9913M",5,"true","Recibí lo esperado en el tiempo convenido",NA,"Xiaomi"
"93","B07FM9913M",3,"true","NO es tan rapido. y la Bateria es muy mala.",3,"Xiaomi"
"94","B07FM9913M",5,"true","Excelente calidad de hardware, pantalla y cámara...lo único malo es la batería, si abres Instagram se descarga muy rápido",NA,"Xiaomi"
"95","B07FM9913M",5,"true","Great phone overall. Really good with the 4 gifs of RAM. Only thing missing is an SD card capability, and possibly a recommendation for a very headset that works well with it (with remote or magnet button). Besides that I love this phone! Only reason you should hesitate is if 64 gigs of memory isn't enough for you.",1,"Xiaomi"
"96","B07FM9913M",5,"true","Love it",NA,"Xiaomi"
"97","B07FM9913M",4,"true","Only use this for when going out... it is beautiful and is so far working awesome!! I have given the fingerprint reader a low score because it only read my print for about 3 days, BUT another phone I had same problem and could be an issue because I have a job that is harsh on my hands so was not actually expecting the reader to work for long?? VERY HAPPY with this purchase and highly recommend it !",NA,"Xiaomi"
"98","B07FM9913M",5,"true","This mobile phone will attend the needs of most regular users. It's a bit bigger than I would like.",NA,"Xiaomi"
"99","B07FM9913M",1,"true","Very bad . Worse incoming and outgoing call quality,I barely receive and make call..bad bad bad",NA,"Xiaomi"
"100","B07FM9913M",5,"true","Awesome and awesome phone",NA,"Xiaomi"
"101","B07FM9913M",5,"true","I love how great this phone is",NA,"Xiaomi"
"102","B07FM9913M",5,"true","THE PHONE IS GREAT FOR THE PRICE.IT BLOWS MOST 1,000 DOLLAR PHONES AWAY. THE FEEL IS GREAT SCREEN SIZE IS GOOD,ITS VERY FAST AND SMOOTH AND THE BATTERY IS ACTUALLY REALLY GOOD,YOUY THRU A WHOLE DAY JUST FINE.LAST BUT NOT LEAST,ANDROIDONE,NEED I SAY MORE.PEACE!",1,"Xiaomi"
"103","B07FM9913M",5,"true","I love the camera 😍😍Super features and excellent camera quality...Simply super",NA,"Xiaomi"
"104","B07FM9913M",5,"true","Excelente me trabaja este CEL..",NA,"Xiaomi"
"105","B07FM9913M",3,"true","This phone seemed like the perfect budget smartphone. Great feeling build quality, decent processor and pretty good camera. But unfortunately it didn't turn out to be a pleasant experience for me. First of, I understood that it was a Global phone with only limited bands that worked in the U.S. from my research it supported 2 of the lte bands for TMobile so I figured that was alright, especially for the price, but reception was horrible. I was getting extremely terrible signal and when I did have full bars of signal, the speeds were horrid. Obviously ymmv with that one depending on your area and your daily environment. Battery life was another downfall, I would only get about 3 hours of on screen time on a good day. Disabling digital well being in Android pie did help a bit however. And my last big negative was the storage. No, my issue was not the size and the fact that there's no sd card, but that the emmc memory they used had some issues which caused maybe slowdowns during everyday use. Apps would constantly freeze and lag. Sorting files and transferring files from and to a PC was frustrating. But now for some pros. The camera was fantastic, I was pleasantly surprised by the quality of the picture taken from this phone. I've read that using a Gcam port would improve the quality of images significantly but there sick camera was pleasant enough. Build quality of this phone felt amazing for the price. Felt very solid to hold, didn't feel cheaply made. And 2 last pros were the ir blaster which was a pleasant surprise and that it runs clean, stock Android. In the end, I really wanted to love the phone, but had to return it for it's short comings, maybe your experience will differ but that's my take on the phone",NA,"Xiaomi"
"106","B07FM9913M",5,"true","Todo en orden",NA,"Xiaomi"
"107","B07FM9913M",5,"true","As my title say, this phone is a beast. I have never regretted buying this at all. Coming from an s5 I must say storage capacity is better from 16 to 64, value for money is amazing it's so thin and lovely, I also hate lite phones but this is just right. Battery life is extremely powerful, it last roughly 24 to 33 hours, yes it's the truth. Well the camera speaks for itself. Vivid, sharp in every shots you won't regret. I won't hesitate to recommend this product, the snappyness is off the chain likewise the ram management. Enjoy",NA,"Xiaomi"
"108","B07FM9913M",5,"true","I broke the screen on my Galaxy S9, and the Mi A2 was cheaper than a screen replacement. I figured it would be a temporary phone until I figured out what to do, but this thing is awesome. It is stock Android, which is a much better interface and cleaner, easier apps than Samsung's preinstalled junk. It's fast, looks great, has a great camera, and has good battery life (but all new phones do, so we'll see how it is in a year...). My wife has a Pixel 3, and they look very similar, especially when the screens are on and the stock Android is showing. The A2 is a little thinner than the Pixel 3. Camera quality is comparable, but the selfie camera automatically applies mild filters and it looks like the video stabillization isn't as good. Low light is as good as or better than the S9, but I hesitate to say it's better than the Pixel because the Pixel is so good at low light images. No SD card :( The screen looks great, but it definitely looks different than the Samsung OLED. It lists a slower processor than the Pixel or S9, but I've had no problems running lots of background apps and switching between intensive apps like nav and games. I haven't noticed any performance difference from the S9. All in all, a shockingly good phone for less than the cost to replace the screen on most flagships. I really hope AndroidOne keeps going, and Mi keeps selling phones in the US.",NA,"Xiaomi"
"109","B07FM9913M",5,"true","The phone works like a charm!",NA,"Xiaomi"
"110","B07FM9913M",1,"true","El teléfono no funcionó, y el vendedor nunca respondio los mensajes para resolver el problema.",NA,"Xiaomi"
"111","B07FM9913M",5,"true","Muy buena marca calidad precio",NA,"Xiaomi"
"112","B07FM9913M",5,"true","Buena marca calidad precio",NA,"Xiaomi"
"113","B07FM9913M",4,"true","Excelente",NA,"Xiaomi"
"114","B07FM9913M",5,"true","Muy excelente producto, sobrepaso mis espectativas, excelente teléfono, increíblemente completo.",NA,"Xiaomi"
"115","B07FM9913M",5,"true","me encanta este celular, es súper bueno, rápido, liviano, muy lindo!!! es perfecto, además súper economico, recomiendo la marca y recomiendo al vendedor",NA,"Xiaomi"
"116","B07FM9913M",5,"true","I am android lover, this is my second phone for temp usage . I feel this is very good phone when compare to over price apple and samsung phones.",NA,"Xiaomi"
"117","B07FM9913M",5,"true","Confiable, confortable and really good product",NA,"Xiaomi"
"118","B07FM9913M",5,"true","All, very good",NA,"Xiaomi"
"119","B07FM9913M",3,"true","Es un gran equipo con un precio inigualable...",NA,"Xiaomi"
"120","B07FM9913M",5,"true","todo bien, no tengo quejas y mas por el precio, buen precio.",NA,"Xiaomi"
"121","B07FM9913M",2,"true","A LOS 5 MESES SE BLOQUEO EN UNA ACTUALIZACION DEL SOFWARE Y ES IMPOSIBLE ARREGLARLO",NA,"Xiaomi"
"122","B07FM9913M",5,"true","Excelente ítem",NA,"Xiaomi"
"123","B07FM9913M",5,"true","One of the best values in mobile phones these days...",1,"Xiaomi"
"124","B07FM9913M",5,"true","This phone works just as well as a Samsung for 1/4 the price. Works with TMobile and att.",NA,"Xiaomi"
"125","B07FM9913M",1,"true","Don’t waste your money. Phone stopped charging after 3 days",NA,"Xiaomi"
"126","B07FM9913M",5,"true","Love it",NA,"Xiaomi"
"127","B07FM9913M",2,"true","I used it for 7 months, but one day it suddenly died. Could not be repaired.",NA,"Xiaomi"
"128","B07FM9913M",5,"true","Excelente celular",1,"Xiaomi"
"129","B07FM9913M",2,"true","Had the phone 3 weeks and parts of the screen started freezing up. I returned the phone just before the time was up. I don't know if mine was just defective or this was an inherent trait of the phone.",4,"Xiaomi"
"130","B07FM9913M",3,"true","I got the phone in November 2019 and got the latest November update but there are two issues, both of which have been brought up in Xiaomi's forums. 1) The Internet connection drops or gets disabled intermittently. 2) The keyboard closes in the middle of typing. I really hope this gets fixed in a future software update. Otherwise the phone is great, but those two issues really make me wish I had gone with another Moto phone.",NA,"Xiaomi"
"131","B07FM9913M",5,"true","Todo bien hasta ahora",1,"Xiaomi"
"132","B07FM9913M",5,"true","This is, without a doubt, the best budget phone in the market - at least for the late 2018 and early 2019. I'm not saying that this device can or should be equated to an Apple iPhone X or similar; but for a small fraction of the price, it works wonders. It features many of the flagship phone characteristics such as 20 MP double camera and dual flash, 20MP front camera and flash, fingerprint scanner, 4GB of ram, 8-core processor, and USB type C. The main advantage of the phone, however, is Android One with all that it implies: a crisp, easy-to-use interface, native Google apps, and early access to OS upgrades and the latest security patches. The only downsides, which for the price shouldn't be so relevant, are its 3000mAh battery, which can last up to a day, and the lack of a headphone jack. Still, that shouldn't restrain a phone user who's looking to acquire an inexpensive-but-quality phone from buying it. There are affordable Bluetooth headsets to make up for the lack of a headphone jack and cheap power banks to charge up the phone on the go, in case you need it. Overall, I'd definitely recommend this device to someone who needs to work from their phone, or use social media, someone who wants to have the stock Android experience, and is acquainted with the Google ecosystem. For such a ridiculously low price, you can't ask for more.",NA,"Xiaomi"
"133","B07FM9913M",5,"true","I feel satisfied with my acquisition",NA,"Xiaomi"
"134","B07FM9913M",3,"true","Phone is fine. But doesn't work well with TMobile. A lot of calls get redirected to voicemail",NA,"Xiaomi"
"135","B07FM9913M",5,"true","Xiaomi, a new brand for me that deserves my respect, based on the quality of the product, the cost compared with the market and the features.",NA,"Xiaomi"
"136","B07FM9913M",4,"true","Phone is good. Camera is awesome.",NA,"Xiaomi"
"137","B07FM9913M",3,"true","Not the best phone",NA,"Xiaomi"
"138","B07FM9913M",4,"true","The camera and the image showing way",NA,"Xiaomi"
"139","B07FM9913M",5,"true","Amazing phone for the price, the A3 is still better",NA,"Xiaomi"
"140","B07FM9913M",4,"true","Great so far",NA,"Xiaomi"
"141","B07FM9913M",5,"true","Have to make sure not much apps are open to save 🔋",NA,"Xiaomi"
"142","B07FM9913M",4,"true","Really nice phone for the money. Just like a Samsung s8 but better.",NA,"Xiaomi"
"143","B07FM9913M",5,"true","Great phone to use.",1,"Xiaomi"
"144","B07FM9913M",5,"true","The only thing I dislike is battery life and the lack of a headphone jack. But this phone is seriously amazing. The camera is beyond good.",3,"Xiaomi"
"145","B07FM9913M",5,"true","Screen quality is very good and clear/crisp. After a week I have yet to have to recharge it during the day and when I plug it in at night it's usually above 50% and it charges super fast if need be.",1,"Xiaomi"
"146","B07FM9913M",5,"true","Best phone ever",2,"Xiaomi"
"147","B07FM9913M",5,"true","Exelente teléfono. Funciona perfectamente en Argentina",2,"Xiaomi"
"148","B07FM9913M",5,"true","got it for my wife for Christmas Like the speed and power of this phone.this is the 4gig ram-64 rom. model. easy to change everything over to it from the previous phone. works on straight talk with att sim. on 4g. the second day of operation they gave me an upgrade from 8.1 oreo to 9 pie which we like very much but are still learning how to use all the features. this phone is very fast compared to what she had and is very capable of running most games. this phone would have been considered flagship a couple of years ago.the negatives are few for me. I wish they would ferm up the on-off button or move it up above the sound buttons as it is soft touch and too easy to turn off while grabbing up the phone and answering a call. suggest using supplied case that comes with it that improves the situation but does not completely solve it. would like like to see a larger battery as this phone deserves it.my wife gets about 6 hours of heavy use out of it between charges .charger is fast.about 2 hours. overall it is a very good phone and supplier shipping was fast.",1,"Xiaomi"
"149","B07FM9913M",1,"true","it won't charge after 3 months of use.",NA,"Xiaomi"
"150","B07FM9913M",5,"true","nice, bright screen fast and responsive, okay camera on a phone for $270 battery life is the only issue, but even in that catagory its still average, just a little lacking fits good in my hands, no complaints at the price. at $270 it does everything good",11,"Xiaomi"
"151","B07FM9913M",5,"true","Good",NA,"Xiaomi"
"152","B07FM9913M",1,"true","Sorry, this video is unsupported on this browser.  DO NOT BUY for USA: Phone does not receive calls This phone has a HUGE issue, it has inconsistent and poor reception. I live in the USA and this phone does not receive calls. Sometimes it works, other days clients and family would call me multiple times and I wouldn't receive any of those calls. I thought the phone was awesome at first, and it has great performance for the price, but this issue makes the phone unusable. I didn't find out this was a problem until 2 months into use of the phone and my wife told me that she called me multiple times that day and asked why I didn't pick up. I NEVER received those calls. Who knows how many calls I have missed in the past 2 months. Now because this was an issue that wasn't evident during the first month of use, the seller has refused to take the phone back and because it is past the return window they are unwilling to do anything to fix this defective phone. Avoid this phone if receiving calls is important to you.",3,"Xiaomi"
